5.552524700760841370e-03,3.240570425987243652e-03,1.074606552720069885e-02,8.466781117022037506e-03
2.193539217114448547e-02,2.378248318564146757e-04,1.412807381711900234e-03,2.214530855417251587e-02
9.566635824739933014e-03,3.326253499835729599e-03,4.301236476749181747e-03,7.927737897261977196e-04
1.059819012880325317e-02,9.333299472928047180e-03,2.263635164126753807e-03,3.290934022516012192e-03
8.072518743574619293e-03,3.312995657324790955e-03,5.242708604782819748e-03,7.768078241497278214e-03
2.313166158273816109e-03,1.145807560533285141e-03,4.615063313394784927e-03,3.430769313126802444e-03
2.883925661444664001e-02,1.369114033877849579e-02,9.428985416889190674e-03,2.999688033014535904e-03
2.277941629290580750e-02,2.160610817372798920e-02,1.766419969499111176e-02,7.432651240378618240e-03
2.592592732980847359e-03,3.076667431741952896e-03,9.870420908555388451e-04,5.124711431562900543e-03
2.907588845118880272e-03,2.352958079427480698e-03,2.752742031589150429e-03,1.238342188298702240e-02
6.925151683390140533e-03,4.259101406205445528e-04,1.086870394647121429e-02,3.893490415066480637e-03
1.338449865579605103e-02,8.150899782776832581e-03,2.819739980623126030e-03,2.185313217341899872e-02
1.138433581218123436e-03,7.142651360481977463e-03,5.679073277860879898e-03,6.492420565336942673e-03
1.259079482406377792e-02,1.178177632391452789e-02,1.772876270115375519e-02,1.261220779269933701e-02
8.880245499312877655e-03,4.840552341192960739e-03,2.546769799664616585e-03,3.786948975175619125e-03
6.172579713165760040e-03,1.138900686055421829e-02,7.287376094609498978e-03,8.854210376739501953e-03
1.566190971061587334e-03,9.775504469871520996e-03,5.018963944166898727e-03,3.734266851097345352e-03
9.662051685154438019e-03,4.582162480801343918e-03,1.256830641068518162e-03,1.977187022566795349e-02
6.158362142741680145e-03,2.425590995699167252e-03,6.207935046404600143e-03,4.727437626570463181e-03
8.893228136003017426e-03,1.810714416205883026e-02,6.129373330622911453e-03,7.458175998181104660e-03
1.831560209393501282e-02,2.481246832758188248e-03,3.830557456240057945e-03,1.552698947489261627e-02
4.881902597844600677e-03,1.962726749479770660e-02,2.182462252676486969e-02,1.047154888510704041e-02
2.643219940364360809e-02,1.434268243610858917e-02,5.364297423511743546e-03,1.788243092596530914e-02
7.672419305890798569e-04,1.387493312358856201e-02,6.321377586573362350e-03,3.131255041807889938e-03
7.404526695609092712e-03,7.838033139705657959e-03,7.563273888081312180e-03,2.198398578912019730e-03
1.441088411957025528e-02,1.470784191042184830e-03,1.360731548629701138e-03,4.379548132419586182e-03
5.830188747495412827e-04,1.153405569493770599e-02,1.802818733267486095e-03,5.764373578131198883e-03
3.347926540300250053e-03,1.192516938317567110e-04,2.647941233590245247e-03,9.507672861218452454e-03
2.687162160873413086e-02,2.807295136153697968e-02,3.127085277810692787e-03,6.010395009070634842e-03
1.213993784040212631e-02,3.520734317135065794e-04,4.645070992410182953e-03,2.321291714906692505e-03
8.873107843101024628e-03,1.308286329731345177e-03,2.544748131185770035e-03,1.180567964911460876e-02
2.086624316871166229e-02,1.057406328618526459e-02,1.259369961917400360e-02,1.108494005165994167e-03
2.134296670556068420e-02,2.799701131880283356e-02,2.249325998127460480e-02,2.718537114560604095e-02
1.952786184847354889e-02,2.677737921476364136e-02,1.361390855163335800e-02,1.819716393947601318e-02
6.298010703176259995e-05,1.652238704264163971e-02,7.799021841492503881e-05,6.066621746867895126e-03
7.188939489424228668e-03,2.418436110019683838e-02,1.605575904250144958e-02,5.449563730508089066e-03
1.237353589385747910e-02,2.479329146444797516e-02,4.221917595714330673e-03,9.915025904774665833e-03
1.081481482833623886e-02,1.943010650575160980e-02,2.783144451677799225e-02,8.703629486262798309e-03
1.309456769376993179e-02,4.958922788500785828e-02,2.931539528071880341e-02,5.403754767030477524e-05
1.173736434429883957e-02,5.231335759162902832e-03,8.255835855379700661e-04,4.542431328445672989e-03
3.143995767459273338e-03,1.654693856835365295e-02,6.044735666364431381e-03,1.261186040937900543e-02
4.437338560819625854e-02,5.578091368079185486e-02,3.919250518083572388e-02,1.891980133950710297e-02
3.475554287433624268e-02,7.293508388102054596e-04,1.244313269853591919e-02,4.258156940340995789e-02
9.427453391253948212e-03,2.674368955194950104e-02,2.667761407792568207e-02,1.888136030174791813e-03
1.168464776128530502e-02,8.122293278574943542e-03,7.942410185933113098e-03,5.006572697311639786e-03
8.605789393186569214e-03,5.042815115302801132e-03,4.711776506155729294e-03,1.374599710106849670e-02
1.373664755374193192e-02,1.074668392539024353e-02,1.488035358488559723e-02,3.153122495859861374e-03
6.617989391088485718e-03,7.526510860770940781e-03,5.544655490666627884e-03,1.027864310890436172e-02
4.793797619640827179e-03,6.393077317625284195e-03,2.020843513309955597e-02,1.773951388895511627e-02
1.984231546521186829e-02,1.118775364011526108e-02,1.194745185784995556e-03,1.583054475486278534e-02
1.247181463986635208e-02,3.413953527342528105e-04,1.931429287651553750e-04,1.371056889183819294e-03
2.401185967028141022e-02,4.812017083168029785e-03,8.268689736723899841e-03,1.818684674799442291e-02
1.226908247917890549e-02,1.012290827929973602e-02,9.611974470317363739e-03,7.222514832392334938e-04
7.617555558681488037e-03,1.178408320993185043e-02,6.141460966318845749e-03,3.440204309299588203e-04
2.733020810410380363e-03,2.087713684886693954e-03,3.986549098044633865e-03,9.414056548848748207e-04
6.424500606954097748e-03,5.341426935046911240e-03,2.886339323595166206e-03,5.656127352267503738e-03
1.069454289972782135e-02,4.647874739021062851e-03,8.808603510260581970e-03,2.189247403293848038e-03
2.743780985474586487e-02,2.102393470704555511e-02,4.688656190410256386e-04,8.405674248933792114e-03
1.451763883233070374e-02,9.611286222934722900e-04,5.329652223736047745e-03,8.172236382961273193e-03
2.694710344076156616e-02,7.785322610288858414e-03,7.714314851909875870e-03,1.461360417306423187e-02
1.150324568152427673e-02,4.709181841462850571e-03,1.271723769605159760e-02,1.039885543286800385e-02
2.391212433576583862e-02,2.714221831411123276e-03,4.599864128977060318e-03,1.744755171239376068e-02
1.149891037493944168e-02,2.340828813612461090e-02,2.224142476916313171e-02,3.883931320160627365e-03
1.183785405009984970e-02,1.199052669107913971e-02,1.262486167252063751e-02,2.847573347389698029e-02
